xAccl,yAccl,zAccl,xGyro,yGyro,zGyro
1616448099284 9 34 238 -291 -16 -2823
1616448099288 11 33 239 -287 -24 -2823
1616448099291 11 33 239 -287 -17 -2823
1616448099295 11 33 239 -289 -17 -2824
1616448099298 9 34 240 -288 -23 -2824
1616448099302 9 34 240 -284 -25 -2821
1616448099305 9 34 240 -285 -20 -2824
1616448099309 10 35 239 -290 -23 -2820
1616448099312 10 35 239 -283 -21 -2826
1616448099315 10 35 239 -283 -19 -2823
1616448099319 10 35 239 -287 -26 -2824
1616448099322 10 35 239 -288 -28 -2820
1616448099326 10 35 239 -283 -24 -2823
1616448099329 9 33 240 -286 -30 -2821
1616448099332 9 33 240 -286 -28 -2823
1616448099336 9 33 240 -286 -27 -2824
1616448099339 10 36 239 -284 -32 -2825
1616448099342 10 36 239 -281 -32 -2823
1616448099345 10 36 239 -279 -29 -2823
1616448099349 12 36 237 -288 -31 -2823
1616448099352 12 36 237 -278 -34 -2824
1616448099355 12 36 237 -280 -30 -2823
1616448099359 12 35 241 -282 -35 -2824
1616448099362 12 35 241 -286 -34 -2822
1616448099366 12 35 241 -282 -34 -2827
1616448099369 11 34 241 -281 -35 -2821
1616448099372 11 34 241 -283 -36 -2823
1616448099376 11 34 241 -281 -32 -2822
1616448099379 9 35 240 -283 -39 -2824
1616448099382 9 35 240 -284 -36 -2824
1616448099385 9 35 240 -280 -34 -2824
1616448099389 12 34 242 -288 -36 -2822
1616448099392 12 34 242 -289 -36 -2820
1616448099395 12 34 242 -283 -36 -2821
1616448099399 11 34 240 -282 -36 -2823
1616448099402 11 34 240 -289 -32 -2819
1616448099405 11 34 240 -283 -28 -2823
1616448099409 8 34 240 -286 -30 -2822
1616448099412 8 34 240 -287 -34 -2822
1616448099416 8 34 240 -291 -33 -2823
1616448099419 10 34 243 -296 -30 -2818
1616448099422 10 34 243 -288 -32 -2823
1616448099425 10 34 243 -289 -29 -2821
1616448099429 10 35 238 -291 -30 -2821
1616448099432 10 35 238 -292 -29 -2822
1616448099436 10 35 238 -287 -29 -2823
1616448099439 11 34 237 -293 -25 -2820
1616448099442 11 34 237 -287 -28 -2821
1616448099446 12 35 238 -291 -28 -2819
1616448099449 12 35 238 -286 -23 -2816
1616448099453 12 35 238 -287 -23 -2824
1616448099456 8 34 239 -290 -23 -2821
1616448099460 8 34 239 -292 -26 -2818
1616448099463 8 34 239 -287 -23 -2818
1616448099466 11 36 236 -287 -24 -2821
1616448099470 11 36 236 -291 -27 -2822
1616448099473 11 36 236 -287 -27 -2825
1616448099477 11 36 237 -286 -22 -2819
1616448099480 11 36 237 -288 -28 -2819
1616448099483 11 36 237 -290 -27 -2824
1616448099486 11 36 235 -284 -27 -2817
1616448099490 11 36 235 -286 -30 -2819
1616448099494 11 36 235 -285 -29 -2821
1616448099497 11 34 237 -282 -25 -2823
1616448099500 11 34 237 -292 -29 -2817
1616448099503 11 34 237 -286 -26 -2818
1616448099507 9 35 241 -288 -24 -2824
1616448099510 9 35 241 -291 -30 -2821
1616448099513 9 35 241 -286 -27 -2821
1616448099517 11 36 239 -281 -21 -2822
1616448099520 11 36 239 -286 -25 -2826
1616448099523 11 36 239 -289 -23 -2824
1616448099527 10 35 241 -289 -20 -2822
1616448099530 10 35 241 -289 -18 -2822
1616448099533 10 35 241 -293 -20 -2827
1616448099536 10 34 242 -297 -15 -2821
1616448099539 10 34 242 -298 -18 -2822
1616448099542 10 34 242 -299 -20 -2827
1616448099546 8 35 239 -297 -13 -2827
1616448099549 8 35 239 -301 -17 -2821
1616448099552 8 35 239 -298 -18 -2823
1616448099556 9 35 239 -292 -13 -2828
